ORF,Sample,coverage,subtype,type,contigs,Domain,Phylum,Class,Order,Family,Genus,Species,Sample_type,mechanism
k141_58055_1,ARP3,0.515869469868968,mexK,multidrug,k141_58055,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. J380,ARP,Antibiotic efflux
k141_164546_29,ARP3,1.41959465793892,bacA,bacitracin,k141_164546,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. 2017,ARP,Antibiotic target alteration
k141_218410_1,ARP3,0.159143805884213,mel,macrolide-lincosamide-streptogramin,k141_218410,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,ARP,Antibiotic target protection
k141_685832_1,ARP3,0.144371930378366,floR,florfenicol,k141_685832,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri,ARP,Antibiotic efflux
k141_685832_2,ARP3,0.423047808946757,floR,florfenicol,k141_685832,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri,ARP,Antibiotic efflux
k141_65376_2,ARP3,1.23076956030274,cmx,chloramphenicol,k141_65376,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Citricoccus,Citricoccus sp. NR2,ARP,Antibiotic efflux
k141_332162_2,ARP3,0.452774947612153,efpA,multidrug,k141_332162,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium psychrotolerans,ARP,Antibiotic efflux
k141_332162_3,ARP3,0.541690451510471,efpA,multidrug,k141_332162,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium psychrotolerans,ARP,Antibiotic efflux
k141_799606_1,ARP3,0.495770183023024,oqxB,multidrug,k141_799606,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas acidaminiphila,ARP,Antibiotic efflux
k141_540217_1,ARP3,0.949095293596289,RbpA,rifamycin,k141_540217,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia amarae,ARP,Antibiotic target protection
k141_127909_1,ARP3,0.777022658125954,tet(V),tetracycline,k141_127909,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. DL592,ARP,Antibiotic efflux
k141_644127_4,ARP3,5.3676832688506,tap,multidrug,k141_644127,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic efflux
k141_490230_2,ARP3,0.276566920550796,lnu(D),macrolide-lincosamide-streptogramin,k141_490230,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus urinalis,ARP,Antibiotic inactivation
k141_493858_2,ARP3,0.666779170101877,mtrD,multidrug,k141_493858,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga taeniospiralis,ARP,Antibiotic efflux
k141_391484_1,ARP3,0.589609645423291,MuxB,multidrug,k141_391484,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JMULE5,ARP,Antibiotic efflux
k141_806824_2,ARP3,0.376357312313753,RanA,multidrug,k141_806824,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter sp. Hal144,ARP,Antibiotic efflux
k141_546020_2,ARP3,0.928354149962382,lnu(H),macrolide-lincosamide-streptogramin,k141_546020,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,ARP,Antibiotic inactivation
k141_444425_12,ARP3,2.67759728481668,tap,multidrug,k141_444425,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum,ARP,Antibiotic efflux
k141_496016_28,ARP3,5.14457384935448,lfrA,quinolone,k141_496016,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic efflux
k141_444824_32,ARP3,4.55714651701026,efpA,multidrug,k141_444824,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic efflux
k141_396410_5,ARP3,3.60742770539138,efpA,multidrug,k141_396410,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium confluentis,ARP,Antibiotic efflux
k141_707377_1,ARP3,0.514448215552763,tetA(P),tetracycline,k141_707377,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Paraclostridium,Paraclostridium bifermentans,ARP,Antibiotic efflux
k141_707377_2,ARP3,0.720255009921923,tetB(P),tetracycline,k141_707377,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Paraclostridium,Paraclostridium bifermentans,ARP,Antibiotic target protection
k141_762524_1,ARP3,0.622811980126375,mefF,multidrug,k141_762524,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,ARP,Antibiotic efflux
k141_814151_3,ARP3,1.02996924887969,efpA,multidrug,k141_814151,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium anyangense,ARP,Antibiotic efflux
k141_244884_2,ARP3,0.295061565426831,AAC(2')-Ic,aminoglycoside,k141_244884,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium mengxianglii,ARP,Antibiotic inactivation
k141_710638_2,ARP3,0.41537303563925,mexK,multidrug,k141_710638,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Thermomonas brevis,ARP,Antibiotic efflux
k141_453851_1,ARP3,0.795003817571618,erm(X),macrolide-lincosamide-streptogramin,k141_453851,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,ARP,Antibiotic target alteration
k141_248843_1,ARP3,2.33336948943185,tap,multidrug,k141_248843,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium brumae,ARP,Antibiotic efflux
k141_352223_3,ARP3,1.19194639401363,tet(39),tetracycline,k141_352223,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter towneri,ARP,Antibiotic efflux
k141_251097_1,ARP3,0.259282634189207,mexK,multidrug,k141_251097,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter towneri,ARP,Antibiotic efflux
k141_821697_1,ARP3,0.573489870662721,mexK,multidrug,k141_821697,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter antibioticus,ARP,Antibiotic efflux
k141_771183_1,ARP3,0.735778774807955,GES-5,beta_lactam,k141_771183,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter sp. ED-3,ARP,Antibiotic inactivation
k141_717342_2,ARP3,2.61122012355857,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,mupirocin,k141_717342,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. IDR2000157661,ARP,Antibiotic target alteration
k141_96089_48,ARP3,3.09027452194649,RbpA,rifamycin,k141_96089,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic target protection
k141_614399_1,ARP3,1.02289965482941,lnu(H),macrolide-lincosamide-streptogramin,k141_614399,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Kaistella,Kaistella sp. BT6-1-3,ARP,Antibiotic inactivation
k141_823749_1,ARP3,0.188724234426646,MexB,multidrug,k141_823749,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter towneri,ARP,Antibiotic efflux
k141_358011_1,ARP3,0.733468090371286,tetX2,tetracycline,k141_358011,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium taklimakanense,ARP,Antibiotic inactivation
k141_512239_2,ARP3,1.18979158908261,mefF,multidrug,k141_512239,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus capsici,ARP,Antibiotic efflux
k141_512239_3,ARP3,1.52300695586253,msr(G),pleuromutilin_tiamulin,k141_512239,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus capsici,ARP,Antibiotic target protection
k141_409170_1,ARP3,0.608159306595437,tet(33),tetracycline,k141_409170,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Glutamicibacter,Glutamicibacter nicotianae,ARP,Antibiotic efflux
k141_462761_1,ARP3,0.0943254396825821,mdtF,multidrug,k141_462761,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas luteoviolacea,ARP,Antibiotic efflux
k141_667619_5,ARP3,3.2587069124908,tet(V),tetracycline,k141_667619,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. MS1601,ARP,Antibiotic efflux
k141_669234_1,ARP3,0.509377546927851,tap,multidrug,k141_669234,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium celeriflavum,ARP,Antibiotic efflux
k141_266588_1,ARP4,0.665717328109009,bacA,bacitracin,k141_266588,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Mesobacillus,Mesobacillus jeotgali,ARP,Antibiotic target alteration
k141_666246_3,ARP4,1.96965823529063,tet(43),tetracycline,k141_666246,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic efflux
k141_45251_1,ARP4,0.388651921287858,RanB,multidrug,k141_45251,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. 6424,ARP,Antibiotic efflux
k141_311563_2,ARP4,0.265811488821795,RbpA,rifamycin,k141_311563,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia sp. PP30,ARP,Antibiotic target protection
k141_311610_1,ARP4,2.24791669987437,RbpA,rifamycin,k141_311610,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. MS1601,ARP,Antibiotic target protection
k141_666764_1,ARP4,0.893537940266842,GES-6,beta_lactam,k141_666764,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae,ARP,Antibiotic inactivation
k141_134663_12,ARP4,1.80828381777614,arr-1,rifamycin,k141_134663,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. HH130630-07,ARP,Antibiotic inactivation
k141_667514_1,ARP4,0.747459591678693,OprM,multidrug,k141_667514,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter variabilis,ARP,Antibiotic efflux
k141_179616_1,ARP4,0.450325884880844,emrB,multidrug,k141_179616,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter variabilis,ARP,Antibiotic efflux
k141_445811_1,ARP4,0.2677435301239,tet(L),tetracycline,k141_445811,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii,ARP,Antibiotic efflux
k141_402379_1,ARP4,1.28938382179479,OXA-10,beta_lactam,k141_402379,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella ornithinolytica,ARP,Antibiotic inactivation
k141_358344_9,ARP4,0.658505561036637,erm(46),macrolide-lincosamide-streptogramin,k141_358344,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. PBTS 1,ARP,Antibiotic target alteration
k141_2964_1,ARP4,1.09469282108918,novA,novobiocin,k141_2964,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium esteraromaticum,ARP,Antibiotic efflux
k141_3085_3,ARP4,2.35864848639176,cmx,chloramphenicol,k141_3085,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter ureafaciens,ARP,Antibiotic efflux
k141_3175_2,ARP4,0.40308435884874,AAC(2')-Ib,aminoglycoside,k141_3175,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium phocaicum,ARP,Antibiotic inactivation
k141_580520_1,ARP4,0.682179744549522,ANT(6)-Ia,aminoglycoside,k141_580520,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus fluvialis,ARP,Antibiotic inactivation
k141_48179_1,ARP4,1.03186141339816,mel,macrolide-lincosamide-streptogramin,k141_48179,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus lutrae,ARP,Antibiotic target protection
k141_447778_3,ARP4,1.93707173222287,RbpA,rifamycin,k141_447778,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium poriferae,ARP,Antibiotic target protection
k141_449054_1,ARP4,0.423063624664051,aadK,aminoglycoside,k141_449054,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus sp. 107-1,ARP,Antibiotic inactivation
k141_315687_4,ARP4,1.35347951457751,lnu(H),macrolide-lincosamide-streptogramin,k141_315687,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter brevis,ARP,Antibiotic inactivation
k141_271236_4,ARP4,3.00301542260009,tap,multidrug,k141_271236,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic efflux
k141_494019_1,ARP4,0.583779189384273,oqxB,multidrug,k141_494019,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas acidaminiphila,ARP,Antibiotic efflux
k141_672264_2,ARP4,0.539609341920032,adeI,multidrug,k141_672264,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter schindleri,ARP,Antibiotic efflux
k141_50739_1,ARP4,0.451216226494717,sul1,sulfonamide,k141_50739,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella anthropi,ARP,Antibiotic target replacement
k141_50739_2,ARP4,0.540437359620934,floR,florfenicol,k141_50739,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella anthropi,ARP,Antibiotic efflux
k141_50739_5,ARP4,0.941972524061535,tet(G),tetracycline,k141_50739,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella anthropi,ARP,Antibiotic efflux
k141_51166_1,ARP4,0.582808717025152,otr(C),tetracycline,k141_51166,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces albus,ARP,Antibiotic efflux
k141_51201_1,ARP4,0.940289778411315,mef(C),macrolide-lincosamide-streptogramin,k141_51201,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,ARP,Antibiotic efflux
k141_51201_2,ARP4,0.346583280032357,mph(G),macrolide-lincosamide-streptogramin,k141_51201,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,ARP,Antibiotic inactivation
k141_317761_2,ARP4,0.426064075902804,tet(36),tetracycline,k141_317761,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter falsenii,ARP,Antibiotic target protection
k141_673359_39,ARP4,2.71490087635078,RbpA,rifamycin,k141_673359,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia amarae,ARP,Antibiotic target protection
k141_363058_1,ARP4,0.670721047978976,abeS,multidrug,k141_363058,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter schindleri,ARP,Antibiotic efflux
k141_541022_5,ARP4,2.02632847901365,aadA2,aminoglycoside,k141_541022,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,ARP,Antibiotic inactivation
k141_541022_6,ARP4,0.242840675183871,lnu(F),macrolide-lincosamide-streptogramin,k141_541022,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,ARP,Antibiotic inactivation
k141_54004_1,ARP4,2.1107773810895,efpA,multidrug,k141_54004,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic efflux
k141_453982_1,ARP4,0.32903464682292,MuxB,multidrug,k141_453982,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella flava,ARP,Antibiotic efflux
k141_321588_2,ARP4,0.470643480509427,RbpA,rifamycin,k141_321588,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium sarraceniae,ARP,Antibiotic target protection
k141_143797_6,ARP4,1.50479307185524,RanB,multidrug,k141_143797,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. Y16C,ARP,Antibiotic efflux
k141_143797_7,ARP4,1.80539911094719,RanA,multidrug,k141_143797,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. Y16C,ARP,Antibiotic efflux
k141_365972_1,ARP4,0.765969793831113,lnu(H),macrolide-lincosamide-streptogramin,k141_365972,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter pudoricolor,ARP,Antibiotic inactivation
k141_456063_1,ARP4,1.15799610983555,lnu(A),macrolide-lincosamide-streptogramin,k141_456063,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus armenti,ARP,Antibiotic inactivation
k141_411857_5,ARP4,0.680826425296435,tet(33),tetracycline,k141_411857,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Glutamicibacter,Glutamicibacter nicotianae,ARP,Antibiotic efflux
k141_102169_5,ARP4,0.62047907070812,lfrA,quinolone,k141_102169,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides daphniae,ARP,Antibiotic efflux
k141_191200_3,ARP4,1.54901633981631,APH(3'')-Ib,aminoglycoside,k141_191200,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter schindleri,ARP,Antibiotic inactivation
k141_191200_4,ARP4,1.89168211674763,APH(6)-Id,aminoglycoside,k141_191200,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter schindleri,ARP,Antibiotic inactivation
k141_191664_8,ARP4,2.55087324082695,lsa(E),macrolide-lincosamide-streptogramin,k141_191664,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaeequi,ARP,Antibiotic target protection
k141_327141_1,ARP4,0.49411288545112,tcmA,tetracenomycin_C,k141_327141,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces genisteinicus,ARP,Antibiotic efflux
k141_327141_2,ARP4,0.451625783637098,tcmA,tetracenomycin_C,k141_327141,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces genisteinicus,ARP,Antibiotic efflux
k141_15831_40,ARP4,2.98064113784346,lfrA,quinolone,k141_15831,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic efflux
k141_149362_7,ARP4,3.72798498511235,tap,multidrug,k141_149362,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium fallax,ARP,Antibiotic efflux
k141_461373_2,ARP4,1.36275687419407,efpA,multidrug,k141_461373,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic efflux
k141_594693_1,ARP4,1.12242696236132,erm(F),macrolide-lincosamide-streptogramin,k141_594693,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,ARP,Antibiotic target alteration
k141_239836_1,ARP4,0.50806453854051,RanB,multidrug,k141_239836,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Cloacibacterium caeni,ARP,Antibiotic efflux
k141_151091_2,ARP4,0.460279904123944,tet(O),tetracycline,k141_151091,Bacteria,Bacillota,Tissierellia,Tissierellales,Acidilutibacteraceae,Acidilutibacter,Acidilutibacter cellobiosedens,ARP,Antibiotic target protection
k141_285615_1,ARP4,0.155872106340753,bacA,bacitracin,k141_285615,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter sp. HDW4B,ARP,Antibiotic target alteration
k141_597596_1,ARP4,0.300962175737503,AAC(6')-IIa,aminoglycoside,k141_597596,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Thermomonas sp. IMCC34681,ARP,Antibiotic inactivation
k141_510187_5,ARP4,0.630548834361024,mexK,multidrug,k141_510187,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter variabilis,ARP,Antibiotic efflux
